/home/hongyux/.conda/envs/TL/lib/python3.12/site-packages/torch/optim/lr_scheduler.py:28: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
loss: 0.050095  [ 6400/158947]
loss: 0.054871  [ 6720/158947]
loss: 0.054322  [ 7040/158947]
loss: 0.055983  [ 7360/158947]
loss: 0.057745  [ 7680/158947]
loss: 0.058024  [ 8000/158947]
loss: 0.049488  [ 8320/158947]
loss: 0.057287  [ 8640/158947]
loss: 0.053728  [ 8960/158947]
loss: 0.050510  [ 9280/158947]
loss: 0.055343  [ 9600/158947]
loss: 0.056782  [ 9920/158947]
loss: 0.050908  [10240/158947]
loss: 0.048689  [10560/158947]
loss: 0.050294  [10880/158947]
loss: 0.063864  [11200/158947]
loss: 0.060196  [11520/158947]
loss: 0.059378  [11840/158947]
loss: 0.055639  [12160/158947]
loss: 0.052921  [12480/158947]
loss: 0.050233  [12800/158947]
loss: 0.050625  [13120/158947]
loss: 0.055825  [13440/158947]
loss: 0.056771  [13760/158947]
loss: 0.052169  [14080/158947]
loss: 0.055700  [14400/158947]
loss: 0.053253  [14720/158947]
loss: 0.055812  [15040/158947]
loss: 0.056754  [15360/158947]
loss: 0.048779  [15680/158947]
loss: 0.054838  [16000/158947]
loss: 0.052623  [16320/158947]
loss: 0.054664  [16640/158947]
loss: 0.054499  [16960/158947]
loss: 0.048090  [17280/158947]
loss: 0.053779  [17600/158947]
loss: 0.056725  [17920/158947]
loss: 0.060599  [18240/158947]
loss: 0.059760  [18560/158947]
loss: 0.053958  [18880/158947]
loss: 0.057191  [19200/158947]
loss: 0.053084  [19520/158947]
loss: 0.049722  [19840/158947]
loss: 0.053905  [20160/158947]
loss: 0.052273  [20480/158947]
loss: 0.057543  [20800/158947]
loss: 0.051170  [21120/158947]
loss: 0.051359  [21440/158947]
loss: 0.053390  [21760/158947]
loss: 0.051271  [22080/158947]
loss: 0.052781  [22400/158947]
loss: 0.053556  [22720/158947]
loss: 0.059253  [23040/158947]
loss: 0.055362  [23360/158947]
loss: 0.049396  [23680/158947]
loss: 0.062506  [24000/158947]
loss: 0.056651  [24320/158947]
loss: 0.048100  [24640/158947]
loss: 0.057512  [24960/158947]
loss: 0.067011  [25280/158947]
loss: 0.050196  [25600/158947]
loss: 0.051974  [25920/158947]
loss: 0.050378  [26240/158947]
loss: 0.057812  [26560/158947]
loss: 0.049616  [26880/158947]
loss: 0.051231  [27200/158947]
loss: 0.049371  [27520/158947]
loss: 0.055182  [27840/158947]
loss: 0.064354  [28160/158947]
loss: 0.056251  [28480/158947]
loss: 0.054837  [28800/158947]
loss: 0.056134  [29120/158947]
loss: 0.053687  [29440/158947]
loss: 0.050195  [29760/158947]
loss: 0.052714  [30080/158947]
loss: 0.059175  [30400/158947]
loss: 0.059562  [30720/158947]
loss: 0.052345  [31040/158947]
loss: 0.062117  [31360/158947]
loss: 0.054671  [31680/158947]
loss: 0.052339  [32000/158947]
loss: 0.058704  [32320/158947]
loss: 0.056825  [32640/158947]
loss: 0.051472  [32960/158947]
loss: 0.054930  [33280/158947]
loss: 0.050260  [33600/158947]
loss: 0.058045  [33920/158947]
loss: 0.053905  [34240/158947]
loss: 0.058683  [34560/158947]
loss: 0.052337  [34880/158947]
loss: 0.050282  [35200/158947]
loss: 0.054211  [35520/158947]
loss: 0.050193  [35840/158947]
loss: 0.059646  [36160/158947]
loss: 0.051862  [36480/158947]
loss: 0.061563  [36800/158947]
loss: 0.053363  [37120/158947]
loss: 0.055558  [37440/158947]
loss: 0.055194  [37760/158947]
loss: 0.060038  [38080/158947]
loss: 0.056901  [38400/158947]
loss: 0.055260  [38720/158947]
loss: 0.051714  [39040/158947]
loss: 0.053366  [39360/158947]
loss: 0.049832  [39680/158947]
loss: 0.053960  [40000/158947]
loss: 0.050608  [40320/158947]
loss: 0.054798  [40640/158947]
loss: 0.049858  [40960/158947]
loss: 0.057223  [41280/158947]
loss: 0.051936  [41600/158947]
loss: 0.061152  [41920/158947]
loss: 0.051584  [42240/158947]
loss: 0.055119  [42560/158947]
loss: 0.057326  [42880/158947]
loss: 0.058269  [43200/158947]
loss: 0.053763  [43520/158947]
loss: 0.060851  [43840/158947]
loss: 0.060671  [44160/158947]
loss: 0.050771  [44480/158947]
loss: 0.056028  [44800/158947]
loss: 0.052669  [45120/158947]
loss: 0.056281  [45440/158947]
loss: 0.050344  [45760/158947]
loss: 0.051605  [46080/158947]
loss: 0.060831  [46400/158947]
loss: 0.060744  [46720/158947]
loss: 0.049861  [47040/158947]
loss: 0.051207  [47360/158947]
loss: 0.060268  [47680/158947]
loss: 0.051430  [48000/158947]
loss: 0.061193  [48320/158947]
loss: 0.058271  [48640/158947]
loss: 0.057244  [48960/158947]
loss: 0.053519  [49280/158947]
loss: 0.056148  [49600/158947]
loss: 0.053724  [49920/158947]
loss: 0.058250  [50240/158947]
loss: 0.055925  [50560/158947]
loss: 0.051001  [50880/158947]
loss: 0.051231  [51200/158947]
loss: 0.055967  [51520/158947]
loss: 0.054658  [51840/158947]
loss: 0.059179  [52160/158947]
loss: 0.051673  [52480/158947]
loss: 0.061926  [52800/158947]
loss: 0.061149  [53120/158947]
loss: 0.049466  [53440/158947]
loss: 0.057224  [53760/158947]
loss: 0.051475  [54080/158947]
loss: 0.059757  [54400/158947]
loss: 0.047927  [54720/158947]
loss: 0.052414  [55040/158947]
loss: 0.059615  [55360/158947]
loss: 0.062117  [55680/158947]
loss: 0.048817  [56000/158947]
loss: 0.050540  [56320/158947]
loss: 0.056625  [56640/158947]
loss: 0.047380  [56960/158947]
loss: 0.047676  [57280/158947]
loss: 0.048247  [57600/158947]
loss: 0.054888  [57920/158947]
loss: 0.055261  [58240/158947]
loss: 0.048181  [58560/158947]
loss: 0.060026  [58880/158947]
loss: 0.058041  [59200/158947]
loss: 0.053353  [59520/158947]
loss: 0.053228  [59840/158947]
loss: 0.052126  [60160/158947]
loss: 0.054093  [60480/158947]
loss: 0.058596  [60800/158947]
loss: 0.055232  [61120/158947]
loss: 0.049202  [61440/158947]
loss: 0.058101  [61760/158947]
loss: 0.053239  [62080/158947]
loss: 0.053099  [62400/158947]
loss: 0.063564  [62720/158947]
loss: 0.046624  [63040/158947]
loss: 0.045504  [63360/158947]
loss: 0.057583  [63680/158947]
loss: 0.048886  [64000/158947]
loss: 0.051764  [64320/158947]
loss: 0.049490  [64640/158947]
loss: 0.056483  [64960/158947]
loss: 0.053411  [65280/158947]
loss: 0.051800  [65600/158947]
loss: 0.049790  [65920/158947]
loss: 0.055175  [66240/158947]
loss: 0.050068  [66560/158947]
loss: 0.061583  [66880/158947]
loss: 0.054397  [67200/158947]
loss: 0.051945  [67520/158947]
loss: 0.048983  [67840/158947]
loss: 0.052460  [68160/158947]
loss: 0.050776  [68480/158947]
loss: 0.052729  [68800/158947]
loss: 0.062178  [69120/158947]
loss: 0.050172  [69440/158947]
loss: 0.052330  [69760/158947]
loss: 0.049638  [70080/158947]
loss: 0.051277  [70400/158947]
loss: 0.052210  [70720/158947]
loss: 0.055650  [71040/158947]
loss: 0.055919  [71360/158947]
loss: 0.054228  [71680/158947]
loss: 0.054059  [72000/158947]
loss: 0.059050  [72320/158947]
loss: 0.058535  [72640/158947]
loss: 0.058310  [72960/158947]
loss: 0.058934  [73280/158947]
loss: 0.053026  [73600/158947]
loss: 0.058753  [73920/158947]
loss: 0.052326  [74240/158947]
loss: 0.061321  [74560/158947]
loss: 0.050819  [74880/158947]
loss: 0.067794  [75200/158947]
loss: 0.050226  [75520/158947]
loss: 0.060242  [75840/158947]
loss: 0.048875  [76160/158947]
loss: 0.060762  [76480/158947]
loss: 0.055708  [76800/158947]
loss: 0.051979  [77120/158947]
loss: 0.055713  [77440/158947]
loss: 0.053067  [77760/158947]
loss: 0.053143  [78080/158947]
loss: 0.056157  [78400/158947]
loss: 0.058724  [78720/158947]
loss: 0.048731  [79040/158947]
loss: 0.058888  [79360/158947]
loss: 0.050868  [79680/158947]
loss: 0.055378  [80000/158947]
loss: 0.060095  [80320/158947]
loss: 0.057901  [80640/158947]
loss: 0.053742  [80960/158947]
loss: 0.059550  [81280/158947]
loss: 0.049953  [81600/158947]
loss: 0.057269  [81920/158947]
loss: 0.053650  [82240/158947]
loss: 0.057907  [82560/158947]
loss: 0.064137  [82880/158947]
loss: 0.050820  [83200/158947]
loss: 0.051703  [83520/158947]
loss: 0.060267  [83840/158947]
loss: 0.056130  [84160/158947]
loss: 0.054106  [84480/158947]
loss: 0.053944  [84800/158947]
loss: 0.062325  [85120/158947]
loss: 0.062566  [85440/158947]
loss: 0.056551  [85760/158947]
loss: 0.053525  [86080/158947]
loss: 0.056675  [86400/158947]
loss: 0.051598  [86720/158947]
loss: 0.057274  [87040/158947]
loss: 0.062419  [87360/158947]
loss: 0.053902  [87680/158947]
loss: 0.059485  [88000/158947]
loss: 0.052853  [88320/158947]
loss: 0.049939  [88640/158947]
loss: 0.052781  [88960/158947]
loss: 0.059453  [89280/158947]
loss: 0.054625  [89600/158947]
loss: 0.056242  [89920/158947]
loss: 0.056235  [90240/158947]
loss: 0.054393  [90560/158947]
loss: 0.053595  [90880/158947]
loss: 0.057745  [91200/158947]
loss: 0.056705  [91520/158947]
loss: 0.053343  [91840/158947]
loss: 0.050372  [92160/158947]
loss: 0.050779  [92480/158947]
loss: 0.054913  [92800/158947]
loss: 0.059562  [93120/158947]
loss: 0.053042  [93440/158947]
loss: 0.048532  [93760/158947]
loss: 0.055823  [94080/158947]
loss: 0.055907  [94400/158947]
loss: 0.052511  [94720/158947]
loss: 0.053314  [95040/158947]
loss: 0.049199  [95360/158947]
loss: 0.053344  [95680/158947]
loss: 0.050446  [96000/158947]
loss: 0.055831  [96320/158947]
loss: 0.049356  [96640/158947]
loss: 0.056547  [96960/158947]
loss: 0.055014  [97280/158947]
loss: 0.056656  [97600/158947]
loss: 0.051780  [97920/158947]
loss: 0.054192  [98240/158947]
loss: 0.062241  [98560/158947]
loss: 0.053833  [98880/158947]
loss: 0.050697  [99200/158947]
loss: 0.051133  [99520/158947]
loss: 0.054628  [99840/158947]
loss: 0.059951  [100160/158947]
loss: 0.056077  [100480/158947]
loss: 0.053788  [100800/158947]
loss: 0.052302  [101120/158947]
loss: 0.060272  [101440/158947]
loss: 0.056214  [101760/158947]
loss: 0.052220  [102080/158947]
loss: 0.050683  [102400/158947]
loss: 0.055861  [102720/158947]
loss: 0.056576  [103040/158947]
loss: 0.045997  [103360/158947]
loss: 0.062746  [103680/158947]
loss: 0.056533  [104000/158947]
loss: 0.054226  [104320/158947]
loss: 0.047547  [104640/158947]
loss: 0.058859  [104960/158947]
loss: 0.048293  [105280/158947]
loss: 0.057165  [105600/158947]
loss: 0.051208  [105920/158947]
loss: 0.050982  [106240/158947]
loss: 0.049710  [106560/158947]
loss: 0.056001  [106880/158947]
loss: 0.054535  [107200/158947]
loss: 0.044265  [107520/158947]
loss: 0.060317  [107840/158947]
loss: 0.060061  [108160/158947]
loss: 0.061170  [108480/158947]
loss: 0.047881  [108800/158947]
loss: 0.049474  [109120/158947]
loss: 0.059971  [109440/158947]
loss: 0.049654  [109760/158947]
loss: 0.057100  [110080/158947]
loss: 0.053388  [110400/158947]
loss: 0.053942  [110720/158947]
loss: 0.064488  [111040/158947]
loss: 0.061738  [111360/158947]
loss: 0.059252  [111680/158947]
loss: 0.047191  [112000/158947]
loss: 0.061244  [112320/158947]
loss: 0.063268  [112640/158947]
loss: 0.053225  [112960/158947]
loss: 0.053138  [113280/158947]
loss: 0.054500  [113600/158947]
loss: 0.061028  [113920/158947]
loss: 0.051882  [114240/158947]
loss: 0.055137  [114560/158947]
loss: 0.053188  [114880/158947]
loss: 0.060027  [115200/158947]
loss: 0.049097  [115520/158947]
loss: 0.049389  [115840/158947]
loss: 0.054129  [116160/158947]
loss: 0.055022  [116480/158947]
loss: 0.050977  [116800/158947]
loss: 0.058216  [117120/158947]
loss: 0.057683  [117440/158947]
loss: 0.052356  [117760/158947]
loss: 0.056716  [118080/158947]
loss: 0.052201  [118400/158947]
loss: 0.057463  [118720/158947]
loss: 0.051273  [119040/158947]
loss: 0.049356  [119360/158947]
loss: 0.053901  [119680/158947]
loss: 0.058454  [120000/158947]
loss: 0.053670  [120320/158947]
loss: 0.050637  [120640/158947]
loss: 0.052856  [120960/158947]
loss: 0.053341  [121280/158947]
loss: 0.050432  [121600/158947]
loss: 0.053926  [121920/158947]
loss: 0.048859  [122240/158947]
loss: 0.057214  [122560/158947]
loss: 0.050848  [122880/158947]
loss: 0.051507  [123200/158947]
loss: 0.047849  [123520/158947]
loss: 0.055910  [123840/158947]
loss: 0.060462  [124160/158947]
loss: 0.048736  [124480/158947]
loss: 0.054727  [124800/158947]
loss: 0.054352  [125120/158947]
loss: 0.046082  [125440/158947]
loss: 0.056820  [125760/158947]
loss: 0.054577  [126080/158947]
loss: 0.048845  [126400/158947]
loss: 0.053068  [126720/158947]
loss: 0.052845  [127040/158947]
loss: 0.047146  [127360/158947]
loss: 0.061589  [127680/158947]
loss: 0.050718  [128000/158947]
loss: 0.053822  [128320/158947]
loss: 0.052842  [128640/158947]
loss: 0.050124  [128960/158947]
loss: 0.056077  [129280/158947]
loss: 0.056072  [129600/158947]
loss: 0.050651  [129920/158947]
loss: 0.059943  [130240/158947]
loss: 0.064452  [130560/158947]
loss: 0.054553  [130880/158947]
loss: 0.060386  [131200/158947]
loss: 0.063151  [131520/158947]
loss: 0.060031  [131840/158947]
loss: 0.057832  [132160/158947]
loss: 0.053068  [132480/158947]
loss: 0.053894  [132800/158947]
loss: 0.053240  [133120/158947]
loss: 0.051845  [133440/158947]
loss: 0.052420  [133760/158947]
loss: 0.066201  [134080/158947]
loss: 0.055262  [134400/158947]
loss: 0.054821  [134720/158947]
loss: 0.050939  [135040/158947]
loss: 0.049229  [135360/158947]
loss: 0.060180  [135680/158947]
loss: 0.051278  [136000/158947]
loss: 0.050109  [136320/158947]
loss: 0.048496  [136640/158947]
loss: 0.061566  [136960/158947]
loss: 0.055333  [137280/158947]
loss: 0.052909  [137600/158947]
loss: 0.055031  [137920/158947]
loss: 0.051948  [138240/158947]
loss: 0.054711  [138560/158947]
loss: 0.050286  [138880/158947]
loss: 0.056848  [139200/158947]
loss: 0.045026  [139520/158947]
loss: 0.052287  [139840/158947]
loss: 0.054937  [140160/158947]
loss: 0.054874  [140480/158947]
loss: 0.060889  [140800/158947]
loss: 0.053364  [141120/158947]
loss: 0.050628  [141440/158947]
loss: 0.052243  [141760/158947]
loss: 0.052961  [142080/158947]
loss: 0.054409  [142400/158947]
loss: 0.059530  [142720/158947]
loss: 0.061803  [143040/158947]
loss: 0.049410  [143360/158947]
loss: 0.059674  [143680/158947]
loss: 0.050136  [144000/158947]
loss: 0.052352  [144320/158947]
loss: 0.049693  [144640/158947]
loss: 0.053169  [144960/158947]
loss: 0.050787  [145280/158947]
loss: 0.054830  [145600/158947]
loss: 0.048504  [145920/158947]
loss: 0.060280  [146240/158947]
loss: 0.054618  [146560/158947]
loss: 0.053288  [146880/158947]
loss: 0.055943  [147200/158947]
loss: 0.056010  [147520/158947]
loss: 0.048926  [147840/158947]
loss: 0.065707  [148160/158947]
loss: 0.055496  [148480/158947]
loss: 0.047402  [148800/158947]
loss: 0.048056  [149120/158947]
loss: 0.051882  [149440/158947]
loss: 0.050268  [149760/158947]
loss: 0.055680  [150080/158947]
loss: 0.066453  [150400/158947]
loss: 0.052031  [150720/158947]
loss: 0.056598  [151040/158947]
loss: 0.054853  [151360/158947]
loss: 0.062505  [151680/158947]
loss: 0.054680  [152000/158947]
loss: 0.051183  [152320/158947]
loss: 0.051768  [152640/158947]
loss: 0.050837  [152960/158947]
loss: 0.053844  [153280/158947]
loss: 0.056148  [153600/158947]
loss: 0.059203  [153920/158947]
loss: 0.055671  [154240/158947]
loss: 0.048669  [154560/158947]
loss: 0.056482  [154880/158947]
loss: 0.049948  [155200/158947]
loss: 0.047647  [155520/158947]
loss: 0.054302  [155840/158947]
loss: 0.056824  [156160/158947]
loss: 0.052387  [156480/158947]
loss: 0.058874  [156800/158947]
loss: 0.058516  [157120/158947]
loss: 0.053531  [157440/158947]
loss: 0.052865  [157760/158947]
loss: 0.050534  [158080/158947]
loss: 0.058536  [158400/158947]
loss: 0.063262  [158720/158947]
Epoch 12 results: Train loss: 0.054917, Val loss: 0.055181
Validation loss decreased (0.055245 --> 0.055181). Saving model...
Saving best model to best_model.pth
Epoch 13/50
loss: 0.049406  [    0/158947]
loss: 0.060076  [  320/158947]
loss: 0.049276  [  640/158947]
loss: 0.062729  [  960/158947]
loss: 0.049275  [ 1280/158947]
loss: 0.052105  [ 1600/158947]
loss: 0.046751  [ 1920/158947]
loss: 0.053296  [ 2240/158947]
loss: 0.051396  [ 2560/158947]
loss: 0.063643  [ 2880/158947]
loss: 0.052843  [ 3200/158947]
loss: 0.050394  [ 3520/158947]
loss: 0.057798  [ 3840/158947]
loss: 0.058186  [ 4160/158947]
loss: 0.061422  [ 4480/158947]
loss: 0.049932  [ 4800/158947]
loss: 0.045956  [ 5120/158947]
loss: 0.055445  [ 5440/158947]
loss: 0.054851  [ 5760/158947]
loss: 0.046848  [ 6080/158947]
loss: 0.055369  [ 6400/158947]
loss: 0.048930  [ 6720/158947]
loss: 0.058906  [ 7040/158947]
loss: 0.057428  [ 7360/158947]
loss: 0.055868  [ 7680/158947]
loss: 0.053942  [ 8000/158947]
loss: 0.057518  [ 8320/158947]
loss: 0.059091  [ 8640/158947]
loss: 0.055632  [ 8960/158947]
loss: 0.048612  [ 9280/158947]
loss: 0.064164  [ 9600/158947]
loss: 0.056672  [ 9920/158947]
loss: 0.055695  [10240/158947]
loss: 0.053495  [10560/158947]
loss: 0.064154  [10880/158947]
loss: 0.045721  [11200/158947]
loss: 0.058156  [11520/158947]
loss: 0.056779  [11840/158947]
loss: 0.054062  [12160/158947]
loss: 0.054102  [12480/158947]
loss: 0.048563  [12800/158947]
loss: 0.051684  [13120/158947]
loss: 0.055322  [13440/158947]
loss: 0.049754  [13760/158947]
loss: 0.048895  [14080/158947]
loss: 0.060437  [14400/158947]
loss: 0.053710  [14720/158947]
loss: 0.059280  [15040/158947]
loss: 0.052469  [15360/158947]
loss: 0.056202  [15680/158947]
loss: 0.062499  [16000/158947]
loss: 0.048874  [16320/158947]
loss: 0.062800  [16640/158947]
loss: 0.050670  [16960/158947]
loss: 0.051134  [17280/158947]
loss: 0.063825  [17600/158947]
loss: 0.065653  [17920/158947]
loss: 0.061483  [18240/158947]
loss: 0.069099  [18560/158947]
loss: 0.056742  [18880/158947]
loss: 0.051718  [19200/158947]
loss: 0.050315  [19520/158947]
loss: 0.066855  [19840/158947]
loss: 0.052063  [20160/158947]
loss: 0.058675  [20480/158947]
loss: 0.057857  [20800/158947]
loss: 0.049529  [21120/158947]
loss: 0.045830  [21440/158947]
loss: 0.053915  [21760/158947]
loss: 0.053916  [22080/158947]
loss: 0.050878  [22400/158947]
loss: 0.052145  [22720/158947]
loss: 0.049267  [23040/158947]
loss: 0.053709  [23360/158947]
loss: 0.051579  [23680/158947]
loss: 0.051872  [24000/158947]
loss: 0.061780  [24320/158947]
loss: 0.051860  [24640/158947]
loss: 0.059323  [24960/158947]
loss: 0.052511  [25280/158947]
loss: 0.052182  [25600/158947]
loss: 0.057865  [25920/158947]
loss: 0.053260  [26240/158947]
loss: 0.052404  [26560/158947]
loss: 0.052467  [26880/158947]
loss: 0.060820  [27200/158947]
loss: 0.049139  [27520/158947]
loss: 0.054220  [27840/158947]
loss: 0.059516  [28160/158947]
loss: 0.053170  [28480/158947]
loss: 0.048039  [28800/158947]
loss: 0.050481  [29120/158947]
loss: 0.049335  [29440/158947]
loss: 0.051999  [29760/158947]
loss: 0.046805  [30080/158947]
loss: 0.058536  [30400/158947]
loss: 0.051024  [30720/158947]
loss: 0.058906  [31040/158947]
loss: 0.052060  [31360/158947]
loss: 0.054503  [31680/158947]
loss: 0.054419  [32000/158947]
loss: 0.054940  [32320/158947]
loss: 0.065082  [32640/158947]
loss: 0.052894  [32960/158947]
loss: 0.056811  [33280/158947]
loss: 0.049833  [33600/158947]
loss: 0.055794  [33920/158947]
loss: 0.053014  [34240/158947]
loss: 0.061382  [34560/158947]
loss: 0.056212  [34880/158947]
loss: 0.057083  [35200/158947]
loss: 0.061538  [35520/158947]
loss: 0.054640  [35840/158947]
loss: 0.054817  [36160/158947]
loss: 0.053952  [36480/158947]
loss: 0.057041  [36800/158947]
loss: 0.045622  [37120/158947]
loss: 0.057556  [37440/158947]
loss: 0.056278  [37760/158947]
loss: 0.058138  [38080/158947]
loss: 0.051414  [38400/158947]
loss: 0.056739  [38720/158947]
loss: 0.053553  [39040/158947]
loss: 0.052320  [39360/158947]
loss: 0.053626  [39680/158947]
loss: 0.060837  [40000/158947]
loss: 0.060866  [40320/158947]
loss: 0.062977  [40640/158947]
loss: 0.058047  [40960/158947]
loss: 0.055817  [41280/158947]
loss: 0.055111  [41600/158947]
loss: 0.058663  [41920/158947]
loss: 0.053230  [42240/158947]
loss: 0.054296  [42560/158947]
loss: 0.057243  [42880/158947]
loss: 0.054479  [43200/158947]
loss: 0.052743  [43520/158947]
loss: 0.054531  [43840/158947]
loss: 0.051882  [44160/158947]
loss: 0.061449  [44480/158947]
loss: 0.052213  [44800/158947]
loss: 0.051678  [45120/158947]
loss: 0.054135  [45440/158947]
loss: 0.059234  [45760/158947]
loss: 0.056526  [46080/158947]
loss: 0.059808  [46400/158947]
loss: 0.054887  [46720/158947]
loss: 0.056748  [47040/158947]
loss: 0.061005  [47360/158947]
loss: 0.053809  [47680/158947]
loss: 0.053562  [48000/158947]
loss: 0.052154  [48320/158947]
loss: 0.050043  [48640/158947]
loss: 0.053646  [48960/158947]
loss: 0.055935  [49280/158947]
loss: 0.053589  [49600/158947]
loss: 0.053930  [49920/158947]
loss: 0.055119  [50240/158947]
loss: 0.056640  [50560/158947]
loss: 0.052122  [50880/158947]
loss: 0.054025  [51200/158947]
loss: 0.052928  [51520/158947]
loss: 0.051606  [51840/158947]
loss: 0.058343  [52160/158947]
loss: 0.049889  [52480/158947]
loss: 0.055091  [52800/158947]
loss: 0.053309  [53120/158947]
loss: 0.056149  [53440/158947]
loss: 0.050920  [53760/158947]
loss: 0.050148  [54080/158947]
loss: 0.063244  [54400/158947]
loss: 0.053451  [54720/158947]
loss: 0.045848  [55040/158947]
loss: 0.053339  [55360/158947]
loss: 0.050378  [55680/158947]
loss: 0.053761  [56000/158947]
loss: 0.055670  [56320/158947]
loss: 0.045069  [56640/158947]
loss: 0.056138  [56960/158947]
loss: 0.053415  [57280/158947]
loss: 0.053361  [57600/158947]
loss: 0.054602  [57920/158947]
loss: 0.059778  [58240/158947]
loss: 0.060962  [58560/158947]
loss: 0.054680  [58880/158947]
loss: 0.054971  [59200/158947]
loss: 0.054672  [59520/158947]
loss: 0.055248  [59840/158947]
loss: 0.048899  [60160/158947]
loss: 0.061670  [60480/158947]
loss: 0.053535  [60800/158947]
loss: 0.055443  [61120/158947]
loss: 0.052140  [61440/158947]
loss: 0.055760  [61760/158947]
loss: 0.059552  [62080/158947]
loss: 0.053588  [62400/158947]
loss: 0.060369  [62720/158947]
loss: 0.057038  [63040/158947]
loss: 0.053821  [63360/158947]
loss: 0.049448  [63680/158947]
loss: 0.055470  [64000/158947]
loss: 0.055680  [64320/158947]
loss: 0.062302  [64640/158947]
loss: 0.052388  [64960/158947]
loss: 0.055147  [65280/158947]
loss: 0.050430  [65600/158947]
loss: 0.055725  [65920/158947]
loss: 0.049733  [66240/158947]
loss: 0.058903  [66560/158947]
loss: 0.057096  [66880/158947]
loss: 0.055326  [67200/158947]
loss: 0.056734  [67520/158947]
loss: 0.057082  [67840/158947]
loss: 0.062718  [68160/158947]
loss: 0.049376  [68480/158947]
loss: 0.053767  [68800/158947]
loss: 0.049516  [69120/158947]
loss: 0.060699  [69440/158947]
loss: 0.053656  [69760/158947]
loss: 0.060065  [70080/158947]
loss: 0.055003  [70400/158947]
loss: 0.062347  [70720/158947]
loss: 0.048668  [71040/158947]
loss: 0.062101  [71360/158947]
loss: 0.052650  [71680/158947]
loss: 0.055936  [72000/158947]
loss: 0.061033  [72320/158947]
loss: 0.062190  [72640/158947]
loss: 0.049891  [72960/158947]
loss: 0.055662  [73280/158947]
loss: 0.054887  [73600/158947]
loss: 0.053391  [73920/158947]
loss: 0.055623  [74240/158947]
loss: 0.054808  [74560/158947]
loss: 0.054339  [74880/158947]
loss: 0.057137  [75200/158947]
loss: 0.063375  [75520/158947]
loss: 0.053829  [75840/158947]
loss: 0.049534  [76160/158947]
loss: 0.050217  [76480/158947]
loss: 0.052217  [76800/158947]
loss: 0.068363  [77120/158947]
loss: 0.061959  [77440/158947]
loss: 0.061746  [77760/158947]
loss: 0.046889  [78080/158947]
loss: 0.053222  [78400/158947]
loss: 0.057156  [78720/158947]
loss: 0.054160  [79040/158947]
loss: 0.050203  [79360/158947]
loss: 0.053232  [79680/158947]
loss: 0.057826  [80000/158947]
loss: 0.055899  [80320/158947]
loss: 0.066052  [80640/158947]
loss: 0.048425  [80960/158947]
loss: 0.052820  [81280/158947]
loss: 0.051869  [81600/158947]
loss: 0.058258  [81920/158947]
loss: 0.060087  [82240/158947]
loss: 0.052609  [82560/158947]
loss: 0.053848  [82880/158947]
loss: 0.049150  [83200/158947]
loss: 0.050674  [83520/158947]
loss: 0.054900  [83840/158947]
loss: 0.050637  [84160/158947]
loss: 0.056152  [84480/158947]
loss: 0.062677  [84800/158947]
loss: 0.055481  [85120/158947]
loss: 0.065662  [85440/158947]
loss: 0.049902  [85760/158947]
loss: 0.056383  [86080/158947]
loss: 0.048413  [86400/158947]
loss: 0.053487  [86720/158947]
loss: 0.053157  [87040/158947]
loss: 0.048567  [87360/158947]
loss: 0.047522  [87680/158947]
loss: 0.057119  [88000/158947]
loss: 0.060488  [88320/158947]
loss: 0.052722  [88640/158947]
loss: 0.052395  [88960/158947]
loss: 0.054135  [89280/158947]
loss: 0.056217  [89600/158947]
loss: 0.054623  [89920/158947]
loss: 0.051773  [90240/158947]
loss: 0.055907  [90560/158947]
loss: 0.058500  [90880/158947]
loss: 0.057045  [91200/158947]
loss: 0.055042  [91520/158947]
loss: 0.052817  [91840/158947]
loss: 0.050412  [92160/158947]
loss: 0.052610  [92480/158947]
loss: 0.049036  [92800/158947]
loss: 0.055782  [93120/158947]
loss: 0.050132  [93440/158947]
loss: 0.051683  [93760/158947]
loss: 0.056748  [94080/158947]
loss: 0.055887  [94400/158947]
loss: 0.052584  [94720/158947]
loss: 0.055302  [95040/158947]
loss: 0.057782  [95360/158947]
loss: 0.059583  [95680/158947]
loss: 0.053189  [96000/158947]
loss: 0.053683  [96320/158947]
loss: 0.054546  [96640/158947]
loss: 0.054765  [96960/158947]
loss: 0.055149  [97280/158947]
loss: 0.052736  [97600/158947]
loss: 0.051859  [97920/158947]
loss: 0.053716  [98240/158947]
loss: 0.059016  [98560/158947]
loss: 0.048970  [98880/158947]
loss: 0.053999  [99200/158947]
loss: 0.055847  [99520/158947]
loss: 0.056102  [99840/158947]
loss: 0.054154  [100160/158947]
loss: 0.046892  [100480/158947]
loss: 0.045780  [100800/158947]
loss: 0.053283  [101120/158947]
loss: 0.057961  [101440/158947]
loss: 0.051664  [101760/158947]
loss: 0.053879  [102080/158947]
loss: 0.050581  [102400/158947]
loss: 0.052380  [102720/158947]
loss: 0.059162  [103040/158947]
loss: 0.054586  [103360/158947]
loss: 0.053763  [103680/158947]
loss: 0.063248  [104000/158947]
loss: 0.052470  [104320/158947]
loss: 0.053910  [104640/158947]
loss: 0.052819  [104960/158947]
loss: 0.057294  [105280/158947]
loss: 0.051719  [105600/158947]
